Schlüssel WZ 2009,Ebene,Titel,Übersektor
A,1,"Land- und Forstwirtschaft, Fischerei","Land- und Forstwirtschaft, Fischerei"
1,2,"Landwirtschaft, Jagd und damit verbundene Tätigkeiten","Land- und Forstwirtschaft, Fischerei"
11,3,Anbau einjähriger Pflanzen,"Land- und Forstwirtschaft, Fischerei"
111,4,"Anbau von Getreide (ohne Reis), Hülsenfrüchten und Ölsaaten","Land- und Forstwirtschaft, Fischerei"
1110,5,"Anbau von Getreide (ohne Reis), Hülsenfrüchten und Ölsaaten","Land- und Forstwirtschaft, Fischerei"
112,4,Anbau von Reis,"Land- und Forstwirtschaft, Fischerei"
1120,5,Anbau von Reis,"Land- und Forstwirtschaft, Fischerei"
113,4,Anbau von Gemüse und Melonen sowie Wurzeln und Knollen,"Land- und Forstwirtschaft, Fischerei"
1131,5,Anbau von Gemüse und Melonen,"Land- und Forstwirtschaft, Fischerei"
1132,5,Anbau von Kartoffeln sowie sonstigen Wurzeln und Knollen,"Land- und Forstwirtschaft, Fischerei"
114,4,Anbau von Zuckerrohr,"Land- und Forstwirtschaft, Fischerei"
1140,5,Anbau von Zuckerrohr,"Land- und Forstwirtschaft, Fischerei"
115,4,Anbau von Tabak,"Land- und Forstwirtschaft, Fischerei"
1150,5,Anbau von Tabak,"Land- und Forstwirtschaft, Fischerei"
116,4,Anbau von Faserpflanzen,"Land- und Forstwirtschaft, Fischerei"
1160,5,Anbau von Faserpflanzen,"Land- und Forstwirtschaft, Fischerei"
119,4,Anbau von sonstigen einjährigen Pflanzen,"Land- und Forstwirtschaft, Fischerei"
1191,5,Anbau von Zierpflanzen zum Schnitt,"Land- und Forstwirtschaft, Fischerei"
1192,5,Erzeugung von Blumensamen,"Land- und Forstwirtschaft, Fischerei"
1199,5,Anbau von sonstigen einjährigen Pflanzen a. n. g.,"Land- und Forstwirtschaft, Fischerei"
12,3,Anbau mehrjähriger Pflanzen,"Land- und Forstwirtschaft, Fischerei"
121,4,Anbau von Wein- und Tafeltrauben,"Land- und Forstwirtschaft, Fischerei"
1210,5,Anbau von Wein- und Tafeltrauben,"Land- und Forstwirtschaft, Fischerei"
122,4,Anbau von tropischen und subtropischen Früchten,"Land- und Forstwirtschaft, Fischerei"
1220,5,Anbau von tropischen und subtropischen Früchten,"Land- und Forstwirtschaft, Fischerei"
123,4,Anbau von Zitrusfrüchten,"Land- und Forstwirtschaft, Fischerei"
1230,5,Anbau von Zitrusfrüchten,"Land- und Forstwirtschaft, Fischerei"
124,4,Anbau von Kern- und Steinobst,"Land- und Forstwirtschaft, Fischerei"
1240,5,Anbau von Kern- und Steinobst,"Land- und Forstwirtschaft, Fischerei"
125,4,Anbau von sonstigem Obst und Nüssen,"Land- und Forstwirtschaft, Fischerei"
1251,5,Anbau von Erdbeeren,"Land- und Forstwirtschaft, Fischerei"
1259,5,Anbau von sonstigem Obst (ohne Erdbeeren) und Nüssen,"Land- und Forstwirtschaft, Fischerei"
126,4,Anbau von ölhaltigen Früchten,"Land- und Forstwirtschaft, Fischerei"
1260,5,Anbau von ölhaltigen Früchten,"Land- und Forstwirtschaft, Fischerei"
127,4,Anbau von Pflanzen zur Herstellung von Getränken,"Land- und Forstwirtschaft, Fischerei"
1270,5,Anbau von Pflanzen zur Herstellung von Getränken,"Land- und Forstwirtschaft, Fischerei"
128,4,"Anbau von Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke","Land- und Forstwirtschaft, Fischerei"
1280,5,"Anbau von Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke","Land- und Forstwirtschaft, Fischerei"
129,4,Anbau sonstiger mehrjähriger Pflanzen,"Land- und Forstwirtschaft, Fischerei"
1290,5,Anbau sonstiger mehrjähriger Pflanzen,"Land- und Forstwirtschaft, Fischerei"
13,3,"Betrieb von Baumschulen, sowie Anbau von Pflanzen zu Vermehrungszwecken","Land- und Forstwirtschaft, Fischerei"
13,4,"Betrieb von Baumschulen, sowie Anbau von Pflanzen zu Vermehrungszwecken","Land- und Forstwirtschaft, Fischerei"
1301,5,"Anbau von Zimmerpflanzen, Beet- und Balkonpflanzen","Land- und Forstwirtschaft, Fischerei"
1302,5,Betrieb von Baumschulen,"Land- und Forstwirtschaft, Fischerei"
14,3,Tierhaltung,"Land- und Forstwirtschaft, Fischerei"
141,4,Haltung von Milchkühen,"Land- und Forstwirtschaft, Fischerei"
1410,5,Haltung von Milchkühen,"Land- und Forstwirtschaft, Fischerei"
142,4,Haltung von anderen Rindern,"Land- und Forstwirtschaft, Fischerei"
1420,5,Haltung von anderen Rindern,"Land- und Forstwirtschaft, Fischerei"
143,4,Haltung von Pferden und Eseln,"Land- und Forstwirtschaft, Fischerei"
1430,5,Haltung von Pferden und Eseln,"Land- und Forstwirtschaft, Fischerei"
144,4,Haltung von Kamelen,"Land- und Forstwirtschaft, Fischerei"
1440,5,Haltung von Kamelen,"Land- und Forstwirtschaft, Fischerei"
145,4,Haltung von Schafen und Ziegen,"Land- und Forstwirtschaft, Fischerei"
1450,5,Haltung von Schafen und Ziegen,"Land- und Forstwirtschaft, Fischerei"
146,4,Haltung von Schweinen,"Land- und Forstwirtschaft, Fischerei"
1460,5,Haltung von Schweinen,"Land- und Forstwirtschaft, Fischerei"
147,4,Haltung von Geflügel,"Land- und Forstwirtschaft, Fischerei"
1471,5,Haltung von Legehennen zur Konsumeiererzeugung,"Land- und Forstwirtschaft, Fischerei"
1472,5,Betrieb von Brütereien,"Land- und Forstwirtschaft, Fischerei"
1479,5,Sonstige Haltung von Nutzgeflügel,"Land- und Forstwirtschaft, Fischerei"
149,4,Sonstige Tierhaltung,"Land- und Forstwirtschaft, Fischerei"
1490,5,Sonstige Tierhaltung,"Land- und Forstwirtschaft, Fischerei"
15,3,Gemischte Landwirtschaft,"Land- und Forstwirtschaft, Fischerei"
15,4,Gemischte Landwirtschaft,"Land- und Forstwirtschaft, Fischerei"
1500,5,Gemischte Landwirtschaft,"Land- und Forstwirtschaft, Fischerei"
16,3,Erbringung von landwirtschaftlichen Dienstleistungen,"Land- und Forstwirtschaft, Fischerei"
161,4,Erbringung von landwirtschaftlichen Dienstleistungen für den Pflanzenbau,"Land- und Forstwirtschaft, Fischerei"
1610,5,Erbringung von landwirtschaftlichen Dienstleistungen für den Pflanzenbau,"Land- und Forstwirtschaft, Fischerei"
162,4,Erbringung von landwirtschaftlichen Dienstleistungen für die Tierhaltung,"Land- und Forstwirtschaft, Fischerei"
1620,5,Erbringung von landwirtschaftlichen Dienstleistungen für die Tierhaltung,"Land- und Forstwirtschaft, Fischerei"
163,4,Nach der Ernte anfallende Tätigkeiten in der pflanzlichen Erzeugung,"Land- und Forstwirtschaft, Fischerei"
1630,5,Nach der Ernte anfallende Tätigkeiten in der pflanzlichen Erzeugung,"Land- und Forstwirtschaft, Fischerei"
164,4,Saatgutaufbereitung,"Land- und Forstwirtschaft, Fischerei"
1640,5,Saatgutaufbereitung,"Land- und Forstwirtschaft, Fischerei"
17,3,"Jagd, Fallenstellerei und damit verbundene Tätigkeiten","Land- und Forstwirtschaft, Fischerei"
17,4,"Jagd, Fallenstellerei und damit verbundene Tätigkeiten","Land- und Forstwirtschaft, Fischerei"
1700,5,"Jagd, Fallenstellerei und damit verbundene Tätigkeiten","Land- und Forstwirtschaft, Fischerei"
2,2,Forstwirtschaft und Holzeinschlag,"Land- und Forstwirtschaft, Fischerei"
21,3,Forstwirtschaft,"Land- und Forstwirtschaft, Fischerei"
21,4,Forstwirtschaft,"Land- und Forstwirtschaft, Fischerei"
2100,5,Forstwirtschaft,"Land- und Forstwirtschaft, Fischerei"
22,3,Holzeinschlag,"Land- und Forstwirtschaft, Fischerei"
22,4,Holzeinschlag,"Land- und Forstwirtschaft, Fischerei"
2200,5,Holzeinschlag,"Land- und Forstwirtschaft, Fischerei"
23,3,Sammeln von wild wachsenden Produkten (ohne Holz),"Land- und Forstwirtschaft, Fischerei"
23,4,Sammeln von wild wachsenden Produkten (ohne Holz),"Land- und Forstwirtschaft, Fischerei"
2300,5,Sammeln von wild wachsenden Produkten (ohne Holz),"Land- und Forstwirtschaft, Fischerei"
24,3,Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag,"Land- und Forstwirtschaft, Fischerei"
24,4,Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag,"Land- und Forstwirtschaft, Fischerei"
2400,5,Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag,"Land- und Forstwirtschaft, Fischerei"
3,2,Fischerei und Aquakultur,"Land- und Forstwirtschaft, Fischerei"
31,3,Fischerei,"Land- und Forstwirtschaft, Fischerei"
311,4,Meeresfischerei,"Land- und Forstwirtschaft, Fischerei"
3110,5,Meeresfischerei,"Land- und Forstwirtschaft, Fischerei"
312,4,Süßwasserfischerei,"Land- und Forstwirtschaft, Fischerei"
3120,5,Süßwasserfischerei,"Land- und Forstwirtschaft, Fischerei"
32,3,Aquakultur,"Land- und Forstwirtschaft, Fischerei"
321,4,Meeresaquakultur,"Land- und Forstwirtschaft, Fischerei"
3210,5,Meeresaquakultur,"Land- und Forstwirtschaft, Fischerei"
322,4,Süßwasseraquakultur,"Land- und Forstwirtschaft, Fischerei"
3220,5,Süßwasseraquakultur,"Land- und Forstwirtschaft, Fischerei"
B,1,Bergbau und Gewinnung von Steinen und Erden,Bergbau und Gewinnung von Steinen und Erden
5,2,Kohlenbergbau,Bergbau und Gewinnung von Steinen und Erden
51,3,Steinkohlenbergbau,Bergbau und Gewinnung von Steinen und Erden
51,4,Steinkohlenbergbau,Bergbau und Gewinnung von Steinen und Erden
5100,5,Steinkohlenbergbau,Bergbau und Gewinnung von Steinen und Erden
52,3,Braunkohlenbergbau,Bergbau und Gewinnung von Steinen und Erden
52,4,Braunkohlenbergbau,Bergbau und Gewinnung von Steinen und Erden
5200,5,Braunkohlenbergbau,Bergbau und Gewinnung von Steinen und Erden
6,2,Gewinnung von Erdöl und Erdgas,Bergbau und Gewinnung von Steinen und Erden
61,3,Gewinnung von Erdöl,Bergbau und Gewinnung von Steinen und Erden
61,4,Gewinnung von Erdöl,Bergbau und Gewinnung von Steinen und Erden
6100,5,Gewinnung von Erdöl,Bergbau und Gewinnung von Steinen und Erden
62,3,Gewinnung von Erdgas,Bergbau und Gewinnung von Steinen und Erden
62,4,Gewinnung von Erdgas,Bergbau und Gewinnung von Steinen und Erden
6200,5,Gewinnung von Erdgas,Bergbau und Gewinnung von Steinen und Erden
7,2,Erzbergbau,Bergbau und Gewinnung von Steinen und Erden
71,3,Eisenerzbergbau,Bergbau und Gewinnung von Steinen und Erden
71,4,Eisenerzbergbau,Bergbau und Gewinnung von Steinen und Erden
7100,5,Eisenerzbergbau,Bergbau und Gewinnung von Steinen und Erden
72,3,NE-Metallerzbergbau,Bergbau und Gewinnung von Steinen und Erden
721,4,Bergbau auf Uran- und Thoriumerze,Bergbau und Gewinnung von Steinen und Erden
7210,5,Bergbau auf Uran- und Thoriumerze,Bergbau und Gewinnung von Steinen und Erden
729,4,Sonstiger NE-Metallerzbergbau,Bergbau und Gewinnung von Steinen und Erden
7290,5,Sonstiger NE-Metallerzbergbau,Bergbau und Gewinnung von Steinen und Erden
8,2,"Gewinnung von Steinen und Erden, sonstiger Bergbau",Bergbau und Gewinnung von Steinen und Erden
81,3,"Gewinnung von Natursteinen, Kies, Sand, Ton und Kaolin",Bergbau und Gewinnung von Steinen und Erden
811,4,"Gewinnung von Naturwerksteinen und Natursteinen, Kalk- und Gipsstein, Kreide und Schiefer",Bergbau und Gewinnung von Steinen und Erden
8110,5,"Gewinnung von Naturwerksteinen und Natursteinen, Kalk- und Gipsstein, Kreide und Schiefer",Bergbau und Gewinnung von Steinen und Erden
812,4,"Gewinnung von Kies, Sand, Ton und Kaolin",Bergbau und Gewinnung von Steinen und Erden
8120,5,"Gewinnung von Kies, Sand, Ton und Kaolin",Bergbau und Gewinnung von Steinen und Erden
89,3,Sonstiger Bergbau; Gewinnung von Steinen und Erden a. n. g.,Bergbau und Gewinnung von Steinen und Erden
891,4,Bergbau auf chemische und Düngemittelminerale,Bergbau und Gewinnung von Steinen und Erden
8910,5,Bergbau auf chemische und Düngemittelminerale,Bergbau und Gewinnung von Steinen und Erden
892,4,Torfgewinnung,Bergbau und Gewinnung von Steinen und Erden
8920,5,Torfgewinnung,Bergbau und Gewinnung von Steinen und Erden
893,4,Gewinnung von Salz,Bergbau und Gewinnung von Steinen und Erden
8930,5,Gewinnung von Salz,Bergbau und Gewinnung von Steinen und Erden
899,4,Gewinnung von Steinen und Erden a. n. g.,Bergbau und Gewinnung von Steinen und Erden
8990,5,Gewinnung von Steinen und Erden a. n. g.,Bergbau und Gewinnung von Steinen und Erden
9,2,Erbringung von Dienstleistungen für den Bergbau und für die Gewinnung von Steinen und Erden,Bergbau und Gewinnung von Steinen und Erden
91,3,Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas,Bergbau und Gewinnung von Steinen und Erden
91,4,Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas,Bergbau und Gewinnung von Steinen und Erden
9100,5,Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas,Bergbau und Gewinnung von Steinen und Erden
99,3,Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden,Bergbau und Gewinnung von Steinen und Erden
99,4,Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden,Bergbau und Gewinnung von Steinen und Erden
9900,5,Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden,Bergbau und Gewinnung von Steinen und Erden
C,1,Verarbeitendes Gewerbe,Verarbeitendes Gewerbe
10,2,Herstellung von Nahrungs- und Futtermitteln,Verarbeitendes Gewerbe
101,3,Schlachten und Fleischverarbeitung,Verarbeitendes Gewerbe
1011,4,Schlachten (ohne Schlachten von Geflügel),Verarbeitendes Gewerbe
10110,5,Schlachten (ohne Schlachten von Geflügel),Verarbeitendes Gewerbe
1012,4,Schlachten von Geflügel,Verarbeitendes Gewerbe
10120,5,Schlachten von Geflügel,Verarbeitendes Gewerbe
1013,4,Fleischverarbeitung,Verarbeitendes Gewerbe
10130,5,Fleischverarbeitung,Verarbeitendes Gewerbe
102,3,Fischverarbeitung,Verarbeitendes Gewerbe
102,4,Fischverarbeitung,Verarbeitendes Gewerbe
10200,5,Fischverarbeitung,Verarbeitendes Gewerbe
103,3,Obst- und Gemüseverarbeitung,Verarbeitendes Gewerbe
1031,4,Kartoffelverarbeitung,Verarbeitendes Gewerbe
10310,5,Kartoffelverarbeitung,Verarbeitendes Gewerbe
1032,4,Herstellung von Frucht- und Gemüsesäften,Verarbeitendes Gewerbe
10320,5,Herstellung von Frucht- und Gemüsesäften,Verarbeitendes Gewerbe
1039,4,Sonstige Verarbeitung von Obst und Gemüse,Verarbeitendes Gewerbe
10390,5,Sonstige Verarbeitung von Obst und Gemüse,Verarbeitendes Gewerbe
104,3,Herstellung von pflanzlichen und tierischen Ölen und Fetten,Verarbeitendes Gewerbe
1041,4,Herstellung von Ölen und Fetten (ohne Margarine u. ä. Nahrungsfette),Verarbeitendes Gewerbe
10410,5,Herstellung von Ölen und Fetten (ohne Margarine u. ä. Nahrungsfette),Verarbeitendes Gewerbe
1042,4,Herstellung von Margarine u. ä. Nahrungsfetten,Verarbeitendes Gewerbe
10420,5,Herstellung von Margarine u. ä. Nahrungsfetten,Verarbeitendes Gewerbe
105,3,Milchverarbeitung,Verarbeitendes Gewerbe
1051,4,Milchverarbeitung (ohne Herstellung von Speiseeis),Verarbeitendes Gewerbe
10510,5,Milchverarbeitung (ohne Herstellung von Speiseeis),Verarbeitendes Gewerbe
1052,4,Herstellung von Speiseeis,Verarbeitendes Gewerbe
10520,5,Herstellung von Speiseeis,Verarbeitendes Gewerbe
106,3,"Mahl- und Schälmühlen, Herstellung von Stärke und Stärkeerzeugnissen",Verarbeitendes Gewerbe
1061,4,Mahl- und Schälmühlen,Verarbeitendes Gewerbe
10610,5,Mahl- und Schälmühlen,Verarbeitendes Gewerbe
1062,4,Herstellung von Stärke und Stärkeerzeugnissen,Verarbeitendes Gewerbe
10620,5,Herstellung von Stärke und Stärkeerzeugnissen,Verarbeitendes Gewerbe
107,3,Herstellung von Back- und Teigwaren,Verarbeitendes Gewerbe
1071,4,Herstellung von Backwaren (ohne Dauerbackwaren),Verarbeitendes Gewerbe
10710,5,Herstellung von Backwaren (ohne Dauerbackwaren),Verarbeitendes Gewerbe
1072,4,Herstellung von Dauerbackwaren,Verarbeitendes Gewerbe
10720,5,Herstellung von Dauerbackwaren,Verarbeitendes Gewerbe
1073,4,Herstellung von Teigwaren,Verarbeitendes Gewerbe
10730,5,Herstellung von Teigwaren,Verarbeitendes Gewerbe
108,3,Herstellung von sonstigen Nahrungsmitteln,Verarbeitendes Gewerbe
1081,4,Herstellung von Zucker,Verarbeitendes Gewerbe
10810,5,Herstellung von Zucker,Verarbeitendes Gewerbe
1082,4,Herstellung von Süßwaren (ohne Dauerbackwaren),Verarbeitendes Gewerbe
10820,5,Herstellung von Süßwaren (ohne Dauerbackwaren),Verarbeitendes Gewerbe
1083,4,"Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz",Verarbeitendes Gewerbe
10830,5,"Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz",Verarbeitendes Gewerbe
1084,4,Herstellung von Würzmitteln und Soßen,Verarbeitendes Gewerbe
10840,5,Herstellung von Würzmitteln und Soßen,Verarbeitendes Gewerbe
1085,4,Herstellung von Fertiggerichten,Verarbeitendes Gewerbe
10850,5,Herstellung von Fertiggerichten,Verarbeitendes Gewerbe
1086,4,Herstellung von homogenisierten und diätetischen Nahrungsmitteln,Verarbeitendes Gewerbe
10860,5,Herstellung von homogenisierten und diätetischen Nahrungsmitteln,Verarbeitendes Gewerbe
1089,4,Herstellung von sonstigen Nahrungsmitteln a. n. g.,Verarbeitendes Gewerbe
10890,5,Herstellung von sonstigen Nahrungsmitteln a. n. g.,Verarbeitendes Gewerbe
109,3,Herstellung von Futtermitteln,Verarbeitendes Gewerbe
1091,4,Herstellung von Futtermitteln für Nutztiere,Verarbeitendes Gewerbe
10910,5,Herstellung von Futtermitteln für Nutztiere,Verarbeitendes Gewerbe
1092,4,Herstellung von Futtermitteln für sonstige Tiere,Verarbeitendes Gewerbe
10920,5,Herstellung von Futtermitteln für sonstige Tiere,Verarbeitendes Gewerbe
11,2,Getränkeherstellung,Verarbeitendes Gewerbe
11,3,Getränkeherstellung,Verarbeitendes Gewerbe
1101,4,Herstellung von Spirituosen,Verarbeitendes Gewerbe
11010,5,Herstellung von Spirituosen,Verarbeitendes Gewerbe
1102,4,Herstellung von Traubenwein,Verarbeitendes Gewerbe
11020,5,Herstellung von Traubenwein,Verarbeitendes Gewerbe
1103,4,Herstellung von Apfelwein und anderen Fruchtweinen,Verarbeitendes Gewerbe
11030,5,Herstellung von Apfelwein und anderen Fruchtweinen,Verarbeitendes Gewerbe
1104,4,Herstellung von Wermutwein und sonstigen aromatisierten Weinen,Verarbeitendes Gewerbe
11040,5,Herstellung von Wermutwein und sonstigen aromatisierten Weinen,Verarbeitendes Gewerbe
1105,4,Herstellung von Bier,Verarbeitendes Gewerbe
11050,5,Herstellung von Bier,Verarbeitendes Gewerbe
1106,4,Herstellung von Malz,Verarbeitendes Gewerbe
11060,5,Herstellung von Malz,Verarbeitendes Gewerbe
1107,4,Herstellung von Erfrischungsgetränken; Gewinnung natürlicher Mineralwässer,Verarbeitendes Gewerbe
11070,5,Herstellung von Erfrischungsgetränken; Gewinnung natürlicher Mineralwässer,Verarbeitendes Gewerbe
12,2,Tabakverarbeitung,Verarbeitendes Gewerbe
12,3,Tabakverarbeitung,Verarbeitendes Gewerbe
12,4,Tabakverarbeitung,Verarbeitendes Gewerbe
12000,5,Tabakverarbeitung,Verarbeitendes Gewerbe
13,2,Herstellung von Textilien,Verarbeitendes Gewerbe
131,3,Spinnstoffaufbereitung und Spinnerei,Verarbeitendes Gewerbe
131,4,Spinnstoffaufbereitung und Spinnerei,Verarbeitendes Gewerbe
13100,5,Spinnstoffaufbereitung und Spinnerei,Verarbeitendes Gewerbe
132,3,Weberei,Verarbeitendes Gewerbe
132,4,Weberei,Verarbeitendes Gewerbe
13200,5,Weberei,Verarbeitendes Gewerbe
133,3,Veredlung von Textilien und Bekleidung,Verarbeitendes Gewerbe
133,4,Veredlung von Textilien und Bekleidung,Verarbeitendes Gewerbe
13300,5,Veredlung von Textilien und Bekleidung,Verarbeitendes Gewerbe
139,3,Herstellung von sonstigen Textilwaren,Verarbeitendes Gewerbe
1391,4,Herstellung von gewirktem und gestricktem Stoff,Verarbeitendes Gewerbe
13910,5,Herstellung von gewirktem und gestricktem Stoff,Verarbeitendes Gewerbe
1392,4,Herstellung von konfektionierten Textilwaren (ohne Bekleidung),Verarbeitendes Gewerbe
13920,5,Herstellung von konfektionierten Textilwaren (ohne Bekleidung),Verarbeitendes Gewerbe
1393,4,Herstellung von Teppichen,Verarbeitendes Gewerbe
13930,5,Herstellung von Teppichen,Verarbeitendes Gewerbe
1394,4,Herstellung von Seilerwaren,Verarbeitendes Gewerbe
13940,5,Herstellung von Seilerwaren,Verarbeitendes Gewerbe
1395,4,Herstellung von Vliesstoff und Erzeugnissen daraus (ohne Bekleidung),Verarbeitendes Gewerbe
13950,5,Herstellung von Vliesstoff und Erzeugnissen daraus (ohne Bekleidung),Verarbeitendes Gewerbe
1396,4,Herstellung von technischen Textilien,Verarbeitendes Gewerbe
13960,5,Herstellung von technischen Textilien,Verarbeitendes Gewerbe
1399,4,Herstellung von sonstigen Textilwaren a. n. g.,Verarbeitendes Gewerbe
13990,5,Herstellung von sonstigen Textilwaren a. n. g.,Verarbeitendes Gewerbe
14,2,Herstellung von Bekleidung,Verarbeitendes Gewerbe
141,3,Herstellung von Bekleidung (ohne Pelzbekleidung),Verarbeitendes Gewerbe
1411,4,Herstellung von Lederbekleidung,Verarbeitendes Gewerbe
14110,5,Herstellung von Lederbekleidung,Verarbeitendes Gewerbe
1412,4,Herstellung von Arbeits- und Berufsbekleidung,Verarbeitendes Gewerbe
14120,5,Herstellung von Arbeits- und Berufsbekleidung,Verarbeitendes Gewerbe
1413,4,Herstellung von sonstiger Oberbekleidung,Verarbeitendes Gewerbe
14131,5,Herstellung von gewebter Oberbekleidung für Herren und Knaben,Verarbeitendes Gewerbe
14132,5,Herstellung von gewebter Oberbekleidung für Damen und Mädchen,Verarbeitendes Gewerbe
14133,5,Herstellung von gewirkter und gestrickter Oberbekleidung,Verarbeitendes Gewerbe
1414,4,Herstellung von Wäsche,Verarbeitendes Gewerbe
14141,5,Herstellung von gewebter Wäsche (ohne Miederwaren),Verarbeitendes Gewerbe
14142,5,Herstellung von gewirkter und gestrickter Wäsche (ohne Miederwaren),Verarbeitendes Gewerbe
14143,5,Herstellung von Miederwaren,Verarbeitendes Gewerbe
1419,4,Herstellung von sonstiger Bekleidung und Bekleidungszubehör a. n. g.,Verarbeitendes Gewerbe
14190,5,Herstellung von sonstiger Bekleidung und Bekleidungszubehör a. n. g.,Verarbeitendes Gewerbe
142,3,Herstellung von Pelzwaren,Verarbeitendes Gewerbe
142,4,Herstellung von Pelzwaren,Verarbeitendes Gewerbe
14200,5,Herstellung von Pelzwaren,Verarbeitendes Gewerbe
143,3,Herstellung von Bekleidung aus gewirktem und gestricktem Stoff,Verarbeitendes Gewerbe
1431,4,Herstellung von Strumpfwaren,Verarbeitendes Gewerbe
14310,5,Herstellung von Strumpfwaren,Verarbeitendes Gewerbe
1439,4,Herstellung von sonstiger Bekleidung aus gewirktem und gestricktem Stoff,Verarbeitendes Gewerbe
14390,5,Herstellung von sonstiger Bekleidung aus gewirktem und gestricktem Stoff,Verarbeitendes Gewerbe
15,2,"Herstellung von Leder, Lederwaren und Schuhen",Verarbeitendes Gewerbe
151,3,Herstellung von Leder und Lederwaren (ohne Herstellung von Lederbekleidung),Verarbeitendes Gewerbe
1511,4,Herstellung von Leder und Lederfaserstoff; Zurichtung und Färben von Fellen,Verarbeitendes Gewerbe
15110,5,Herstellung von Leder und Lederfaserstoff; Zurichtung und Färben von Fellen,Verarbeitendes Gewerbe
1512,4,Lederverarbeitung (ohne Herstellung von Lederbekleidung),Verarbeitendes Gewerbe
15120,5,Lederverarbeitung (ohne Herstellung von Lederbekleidung),Verarbeitendes Gewerbe
152,3,Herstellung von Schuhen,Verarbeitendes Gewerbe
152,4,Herstellung von Schuhen,Verarbeitendes Gewerbe
15200,5,Herstellung von Schuhen,Verarbeitendes Gewerbe
16,2,"Herstellung von Holz-, Flecht-, Korb- und Korkwaren (ohne Möbel)",Verarbeitendes Gewerbe
161,3,"Säge-, Hobel- und Holzimprägnierwerke",Verarbeitendes Gewerbe
161,4,"Säge-, Hobel- und Holzimprägnierwerke",Verarbeitendes Gewerbe
16100,5,"Säge-, Hobel- und Holzimprägnierwerke",Verarbeitendes Gewerbe
162,3,"Herstellung von sonstigen Holz-, Kork-, Flecht- und Korbwaren (ohne Möbel)",Verarbeitendes Gewerbe
1621,4,"Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten",Verarbeitendes Gewerbe
16210,5,"Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten",Verarbeitendes Gewerbe
1622,4,Herstellung von Parketttafeln,Verarbeitendes Gewerbe
16220,5,Herstellung von Parketttafeln,Verarbeitendes Gewerbe
1623,4,"Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen, Ausbauelementen und Fertigteilbauten aus Holz",Verarbeitendes Gewerbe
16230,5,"Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen, Ausbauelementen und Fertigteilbauten aus Holz",Verarbeitendes Gewerbe
1624,4,"Herstellung von Verpackungsmitteln, Lagerbehältern und Ladungsträgern aus Holz",Verarbeitendes Gewerbe
16240,5,"Herstellung von Verpackungsmitteln, Lagerbehältern und Ladungsträgern aus Holz",Verarbeitendes Gewerbe
1629,4,"Herstellung von Holzwaren a.n.g., Kork-, Flecht- und Korbwaren (ohne Möbel)",Verarbeitendes Gewerbe
16290,5,"Herstellung von Holzwaren a. n. g., Kork-, Flecht- und Korbwaren (ohne Möbel)",Verarbeitendes Gewerbe
17,2,"Herstellung von Papier, Pappe und Waren daraus",Verarbeitendes Gewerbe
171,3,"Herstellung von Holz- und Zellstoff, Papier, Karton und Pappe",Verarbeitendes Gewerbe
1711,4,Herstellung von Holz- und Zellstoff,Verarbeitendes Gewerbe
17110,5,Herstellung von Holz- und Zellstoff,Verarbeitendes Gewerbe
1712,4,"Herstellung von Papier, Karton und Pappe",Verarbeitendes Gewerbe
17120,5,"Herstellung von Papier, Karton und Pappe",Verarbeitendes Gewerbe
172,3,"Herstellung von Waren aus Papier, Karton und Pappe",Verarbeitendes Gewerbe
1721,4,"Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe",Verarbeitendes Gewerbe
17210,5,"Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe",Verarbeitendes Gewerbe
1722,4,"Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe",Verarbeitendes Gewerbe
17220,5,"Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe",Verarbeitendes Gewerbe
1723,4,"Herstellung von Schreibwaren und Bürobedarf aus Papier, Karton und Pappe",Verarbeitendes Gewerbe
17230,5,"Herstellung von Schreibwaren und Bürobedarf aus Papier, Karton und Pappe",Verarbeitendes Gewerbe
1724,4,Herstellung von Tapeten,Verarbeitendes Gewerbe
