sector;sector_string
3314;Verarbeitendes Gewerbe
33140;Verarbeitendes Gewerbe
3315;Verarbeitendes Gewerbe
33150;Verarbeitendes Gewerbe
3316;Verarbeitendes Gewerbe
33160;Verarbeitendes Gewerbe
3317;Verarbeitendes Gewerbe
33170;Verarbeitendes Gewerbe
3319;Verarbeitendes Gewerbe
33190;Verarbeitendes Gewerbe
332;Verarbeitendes Gewerbe
332;Verarbeitendes Gewerbe
33200;Verarbeitendes Gewerbe
35;Energieversorgung
351;Energieversorgung
3511;Energieversorgung
35111;Energieversorgung
35112;Energieversorgung
35113;Energieversorgung
3512;Energieversorgung
35120;Energieversorgung
3513;Energieversorgung
35130;Energieversorgung
3514;Energieversorgung
35140;Energieversorgung
352;Energieversorgung
3521;Energieversorgung
35211;Energieversorgung
35212;Energieversorgung
35213;Energieversorgung
3522;Energieversorgung
35220;Energieversorgung
3523;Energieversorgung
35230;Energieversorgung
353;Energieversorgung
353;Energieversorgung
35300;Energieversorgung
36;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
36;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
36;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
36001;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
36002;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
36003;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
37;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
37;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
37;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
37001;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
37002;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
38;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
381;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
3811;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
38110;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
3812;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
38120;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
382;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
3821;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
38210;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
3822;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
38220;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
383;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
3831;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
38310;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
3832;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
38320;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
39;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
39;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
39;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
39000;Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen
41;Baugewerbe
411;Baugewerbe
411;Baugewerbe
41101;Baugewerbe
41102;Baugewerbe
41103;Baugewerbe
412;Baugewerbe
412;Baugewerbe
41201;Baugewerbe
41202;Baugewerbe
42;Baugewerbe
421;Baugewerbe
4211;Baugewerbe
42110;Baugewerbe
4212;Baugewerbe
42120;Baugewerbe
4213;Baugewerbe
42130;Baugewerbe
422;Baugewerbe
4221;Baugewerbe
42210;Baugewerbe
4222;Baugewerbe
42220;Baugewerbe
429;Baugewerbe
4291;Baugewerbe
42910;Baugewerbe
4299;Baugewerbe
42990;Baugewerbe
43;Baugewerbe
431;Baugewerbe
4311;Baugewerbe
43110;Baugewerbe
4312;Baugewerbe
43120;Baugewerbe
4313;Baugewerbe
43130;Baugewerbe
432;Baugewerbe
4321;Baugewerbe
43210;Baugewerbe
4322;Baugewerbe
43220;Baugewerbe
4329;Baugewerbe
43291;Baugewerbe
43299;Baugewerbe
433;Baugewerbe
4331;Baugewerbe
43310;Baugewerbe
4332;Baugewerbe
43320;Baugewerbe
4333;Baugewerbe
43330;Baugewerbe
4334;Baugewerbe
43341;Baugewerbe
43342;Baugewerbe
4339;Baugewerbe
43390;Baugewerbe
439;Baugewerbe
4391;Baugewerbe
43911;Baugewerbe
43912;Baugewerbe
4399;Baugewerbe
43991;Baugewerbe
43992;Baugewerbe
43999;Baugewerbe
45;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
451;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4511;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
45110;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4519;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
45190;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
452;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
452;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
45201;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
45202;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
45203;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
45204;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
453;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4531;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
45310;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4532;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
45320;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
454;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
454;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
45400;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
461;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4611;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46110;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4612;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46120;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4613;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46131;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46132;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4614;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46141;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46142;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46143;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46144;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46145;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46146;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46147;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46149;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4615;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46151;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46152;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46153;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46154;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46155;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4616;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46161;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46162;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46163;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46164;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46165;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4617;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46171;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46172;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46179;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4618;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46181;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46182;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46183;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46184;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46185;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46186;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46187;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46189;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4619;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46190;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
462;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4621;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46210;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4622;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46220;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4623;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46230;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4624;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46240;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
463;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4631;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46310;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4632;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46320;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4633;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46330;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4634;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46340;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4635;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46350;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4636;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46360;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4637;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46370;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4638;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46381;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46382;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46389;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4639;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46391;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46399;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
464;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4641;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46410;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4642;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46421;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46422;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4643;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46431;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46432;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46433;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4644;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46441;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46442;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4645;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46450;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4646;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46461;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46462;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4647;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46470;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4648;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46480;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4649;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46491;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46492;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46493;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46494;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46495;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
465;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4651;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46510;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4652;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46520;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
466;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4661;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46610;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4662;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46620;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4663;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46630;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4664;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46640;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4665;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46650;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4666;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46660;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4669;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46691;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46692;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46693;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
467;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4671;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46711;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46712;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4672;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46721;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46722;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4673;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46731;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46732;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46733;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46734;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46735;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46736;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46737;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46738;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4674;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46741;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46742;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46743;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4675;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46750;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4676;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46760;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4677;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46770;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
469;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
469;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46901;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46902;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
46903;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
471;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4711;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47111;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47112;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4719;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47191;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47192;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
472;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4721;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47210;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4722;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47220;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4723;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47230;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4724;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47240;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4725;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47250;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4726;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47260;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4729;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47290;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
473;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
473;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47301;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47302;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
474;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4741;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47410;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4742;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47420;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4743;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47430;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
475;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4751;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47510;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4752;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47521;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47523;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4753;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47530;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4754;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47540;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4759;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47591;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47592;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47593;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47599;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
476;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4761;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47610;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4762;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47621;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47622;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4763;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47630;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4764;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47641;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47642;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4765;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47650;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
477;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4771;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47710;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4772;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47721;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47722;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4773;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47730;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4774;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47740;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4775;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47750;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4776;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47761;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47762;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4777;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47770;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4778;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47781;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47782;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47783;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47789;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4779;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47791;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47792;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47799;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
478;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4781;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47810;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4782;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47820;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4789;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47890;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
479;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4791;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47911;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47919;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4799;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47991;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47999;Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
49;Verkehr und Lagerei
491;Verkehr und Lagerei
491;Verkehr und Lagerei
49100;Verkehr und Lagerei
492;Verkehr und Lagerei
492;Verkehr und Lagerei
49200;Verkehr und Lagerei
493;Verkehr und Lagerei
4931;Verkehr und Lagerei
49310;Verkehr und Lagerei
4932;Verkehr und Lagerei
49320;Verkehr und Lagerei
4939;Verkehr und Lagerei
49391;Verkehr und Lagerei
49392;Verkehr und Lagerei
49399;Verkehr und Lagerei
494;Verkehr und Lagerei
4941;Verkehr und Lagerei
49410;Verkehr und Lagerei
4942;Verkehr und Lagerei
49420;Verkehr und Lagerei
495;Verkehr und Lagerei
495;Verkehr und Lagerei
49500;Verkehr und Lagerei
50;Verkehr und Lagerei
501;Verkehr und Lagerei
501;Verkehr und Lagerei
50100;Verkehr und Lagerei
502;Verkehr und Lagerei
502;Verkehr und Lagerei
50200;Verkehr und Lagerei
503;Verkehr und Lagerei
503;Verkehr und Lagerei
50300;Verkehr und Lagerei
504;Verkehr und Lagerei
504;Verkehr und Lagerei
50400;Verkehr und Lagerei
51;Verkehr und Lagerei
511;Verkehr und Lagerei
511;Verkehr und Lagerei
51100;Verkehr und Lagerei
512;Verkehr und Lagerei
5121;Verkehr und Lagerei
51210;Verkehr und Lagerei
5122;Verkehr und Lagerei
51220;Verkehr und Lagerei
52;Verkehr und Lagerei
521;Verkehr und Lagerei
521;Verkehr und Lagerei
52100;Verkehr und Lagerei
522;Verkehr und Lagerei
5221;Verkehr und Lagerei
52211;Verkehr und Lagerei
52212;Verkehr und Lagerei
52213;Verkehr und Lagerei
52214;Verkehr und Lagerei
52215;Verkehr und Lagerei
52219;Verkehr und Lagerei
5222;Verkehr und Lagerei
52221;Verkehr und Lagerei
52222;Verkehr und Lagerei
52223;Verkehr und Lagerei
52229;Verkehr und Lagerei
5223;Verkehr und Lagerei
52231;Verkehr und Lagerei
52239;Verkehr und Lagerei
5224;Verkehr und Lagerei
52240;Verkehr und Lagerei
5229;Verkehr und Lagerei
52291;Verkehr und Lagerei
52292;Verkehr und Lagerei
52299;Verkehr und Lagerei
53;Verkehr und Lagerei
531;Verkehr und Lagerei
531;Verkehr und Lagerei
53100;Verkehr und Lagerei
532;Verkehr und Lagerei
532;Verkehr und Lagerei
53200;Verkehr und Lagerei
55;Gastgewerbe
551;Gastgewerbe
551;Gastgewerbe
55101;Gastgewerbe
55102;Gastgewerbe
55103;Gastgewerbe
55104;Gastgewerbe
552;Gastgewerbe
552;Gastgewerbe
55201;Gastgewerbe
55202;Gastgewerbe
55203;Gastgewerbe
55204;Gastgewerbe
553;Gastgewerbe
553;Gastgewerbe
55300;Gastgewerbe
559;Gastgewerbe
559;Gastgewerbe
55901;Gastgewerbe
55909;Gastgewerbe
56;Gastgewerbe
561;Gastgewerbe
561;Gastgewerbe
56101;Gastgewerbe
56102;Gastgewerbe
56103;Gastgewerbe
56104;Gastgewerbe
56105;Gastgewerbe
562;Gastgewerbe
5621;Gastgewerbe
56210;Gastgewerbe
5629;Gastgewerbe
56290;Gastgewerbe
563;Gastgewerbe
563;Gastgewerbe
56301;Gastgewerbe
56302;Gastgewerbe
56303;Gastgewerbe
56304;Gastgewerbe
56309;Gastgewerbe
58;Information und Kommunikation
581;Information und Kommunikation
5811;Information und Kommunikation
58110;Information und Kommunikation
5812;Information und Kommunikation
58120;Information und Kommunikation
5813;Information und Kommunikation
58130;Information und Kommunikation
5814;Information und Kommunikation
58140;Information und Kommunikation
5819;Information und Kommunikation
58190;Information und Kommunikation
582;Information und Kommunikation
5821;Information und Kommunikation
58210;Information und Kommunikation
5829;Information und Kommunikation
58290;Information und Kommunikation
59;Information und Kommunikation
591;Information und Kommunikation
5911;Information und Kommunikation
59110;Information und Kommunikation
5912;Information und Kommunikation
59120;Information und Kommunikation
5913;Information und Kommunikation
59130;Information und Kommunikation
5914;Information und Kommunikation
59140;Information und Kommunikation
592;Information und Kommunikation
592;Information und Kommunikation
59201;Information und Kommunikation
59202;Information und Kommunikation
59203;Information und Kommunikation
60;Information und Kommunikation
601;Information und Kommunikation
601;Information und Kommunikation
60100;Information und Kommunikation
602;Information und Kommunikation
602;Information und Kommunikation
60200;Information und Kommunikation
61;Information und Kommunikation
611;Information und Kommunikation
611;Information und Kommunikation
